name,categories
Simple Simon's Pizza,"Pizza,Fast Food Restaurants,Take Out Restaurants,Restaurants,Italian Restaurants"
Carl's Jr.,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants"
Taco Bell,"Mexican Restaurants,Fast Food Restaurants,Restaurants"
Taco Bell,"Fast Food Restaurants,Mexican Restaurants,Restaurants"
Dragon China,"Asian Restaurants,Restaurant,Chinese Restaurant,Carry-out food,Caterers,Chinese Restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants"
Dairy Queen,"Fast Food Restaurants,Dessert Restaurants,Hamburgers and Hot Dogs,Ice Cream and Frozen Desserts,Restaurants"
Taco Bell,"Carry-out food,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,American restaurants,Mexican restaurants,Fast Food Restaurants,Restaurants"
Taco Bell,"Mexican Restaurants,Fast Food Restaurants,Restaurants"
Taco Bell,"Mexican Restaurants,Fast Food Restaurants,Restaurants"
Taco Bell,"Mexican Restaurants,Fast Food Restaurants,Restaurants"
Flavors Grill,"American Restaurants,Fast Food Restaurants,Restaurants"
Braum's Ice Cream and Dairy Store,"Ice Cream and Frozen Desserts,Fast Food Restaurants,Dessert Restaurants"
Hardee's,"Hamburgers & Hot Dogs,Carry-out food,Restaurant,Fast Food Restaurant Downtown Bettendorf,Hot dog restaurants,Fast Food Restaurant,Hamburger restaurants,Fast Food,Fast food restaurants,Hamburgers,Restaurants"
Moe's Southwest Grill,"Mexican Restaurant,Restaurant,American Restaurants,Mexican Restaurants,Caterers,Taco Place,Fast Food Restaurants,Take Out Restaurants,Restaurants,Burrito Place"
Jack in the Box,"Restaurant,Burger Joint,Breakfast,Fast Food Restaurant,Fast Food Restaurants,Fast Food,Chicken,Hamburgers and Hot Dogs,Hamburgers,Restaurants"
Charlene's Kitchen,"American Restaurants,Caterers,American,Soul Food Restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants"
Burger King,"Carry-out food,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food,Fast Food Restaurant and Burger Joint,Restaurants,Hamburgers & Hot Dogs,Restaurant,Burger Joint,Fast Food Restaurant,Gourmet shop restaurants,Fast food restaurants"
Burger King,"Fast Food Restaurant,Fast Food,Food & Entertainment"
AW All-American Food,"Fast Food Restaurants,American Restaurants,Hamburgers and Hot Dogs,Restaurants,Soda Fountain Shops"
Taco Bueno,"Mexican Restaurants,Fast Food Restaurants,Restaurants"
Carl's Jr.,"American Restaurants,Takeout,Burgers,Fast Food Restaurants,Fast Food,Hamburgers and Hot Dogs,Restaurants"
Charlie's Fried Chicken,"American Restaurants,Fast Food Restaurants,Chicken Restaurants,Restaurants"
Hardee's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants"
Domino's Pizza,"Pizza,Fast Food Restaurants,Take Out Restaurants,Restaurants"
McDonald's,"Ice Cream Parlors,Breakfast,Fast Food Restaurant,Fast Food,Coffeehouses,Salads,Food & Entertainment,Hamburgers,Restaurants,Sandwich Shops"
Taco Bell,"Carry-out food,Mexican,Breakfast,Tex-mex restaurants,Vegetarian,Southwestern restaurants,Mexican restaurants,Fast Food,Karaoke,Restaurants,Mexican Restaurant,Fast Food Restaurant and Mexican Restaurant,Restaurant,Fast Food Restaurant"
Taco Bell,"Restaurant,Carry-out food,Mexican Restaurants,Mexican,Breakfast,Vegetarian,Fast Food Restaurant,Mexican restaurants,Fast Food Restaurants,Fast Food,Restaurants"
QDOBA Mexican Eats,"Mexican Restaurant,Restaurant,Mexican Restaurants,Mexican,Brunch,Food Delivery,Fast Food Restaurant,Fast Food Restaurants,Take Out Restaurants,Fast Food,Restaurants"
Taco Bueno,"Mexican Restaurants,Fast Food Restaurants,Restaurants"
Arnold's Old Fashioned Hamburgers,"American Restaurants,Coffee Shops,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants"
McDonald's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants"
Mr Gyros,"Restaurant,Greek Restaurants,Turkish restaurants,Mediterranean Restaurants,Fast Food Restaurants,Armenian restaurants,Hamburgers and Hot Dogs,Greek restaurants,Restaurants"
Burger King,Fast Food
Taco Mayo,"Mexican Restaurants,Fast Food Restaurants,Restaurants"
Long John Silver's,"Fast Food Restaurants,Restaurants"
Jimmy John's,"Caterers,Restaurant Delivery Service,Fast Food Restaurants,Restaurants,Sandwich Shops"
Golden Chick,"Caterers,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Restaurants"
Burger King,"Restaurant,Hot dog restaurants,Fast Food Restaurant,Hamburger restaurants,Fast Food,Fast food restaurants,Restaurants"
McDonald's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants"
AW All-American Food,"Fast Food Restaurants,American Restaurants,Hamburgers and Hot Dogs,Restaurants,Soda Fountain Shops"
Pollo Campero,"Latin American Restaurants,Chicken Restaurants,Family Style Restaurants,Fast Food Restaurants,Mexican Restaurants,Restaurants"
Jimmy John's,"Sandwich Shops,Fast Food Restaurants"
Wendy's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants"
Chicken Express,Fast Food Restaurants
Chet's East,"Fast Food Restaurants,Restaurants"
Sonic Drive-In - Closed,"Fast Food,Hamburgers,Chicken,Soda Fountain Shops,Restaurants"
Taco Bell,"Take Out,Carry-out food,Mexican Restaurants,Mexican,Breakfast,Tex-mex restaurants,Vegetarian,Southwestern restaurants,Breakfast & Brunch Restaurants,Fast Food Restaurants,Fast Food,Restaurants,Mexican Restaurant,Fast Food Restaurant and Mexican Restaurant,Restaurant,Fast Food Restaurant,Vegetarian Restaurants"
Domino's Pizza,"Pizza,Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants"
McDonald's,"Ice Cream Parlors,Carry-out food,Movie theaters,Breakfast,Hot dog restaurants,American restaurants,Hamburger restaurants,Take Out Restaurants,Fast Food,Restaurants,Frozen Yogurt Shops,Fast Food Restaurant,Coffeehouses,Salads,Fast food restaurants,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops"
Waffle House,"Breakfast Brunch and Lunch Restaurants,Restaurant,Breakfast Spot,Fast Food Restaurant,Diner,Restaurants"
Domino's Pizza,"Pizza,Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants"
Pizza Hut,"Carry-out food,Chicken Wings,Steak and chop restaurants,Food Delivery,American restaurants,Karaoke,Take Out Restaurants,Fast Food Restaurants,Family Style Restaurants,Restaurants,Pizza,Restaurant,Barbecue,Pizza Place,Spare rib restaurants,Catering"
SUBWAY,"Restaurant,Carry-out food,Delicatessens,Fast Food Restaurant,wich Place,Karaoke,Sandwiches,Sandwich Place,Restaurants"
Burger King,"Restaurant,Carry-out food,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Fast Food,Karaoke,Fast food restaurants,Restaurants"
Wendy's,Fast Food
Wendy's,"Carry-out food,International restaurants,Hot dog restaurants,American restaurants,Hamburger restaurants,Karaoke,Fast Food,Fast Food Restaurant and Burger Joint,Gainesville Restaurants,Restaurants,Burger Joint,Restaurant,Fast Food Restaurant"
Wendy's,"Restaurant,American,Burgers,Fast Food,Salad,Restaurants"
Taco Bell,"Carry-out food,Mexican,Breakfast,Taco Place,Tex-mex restaurants,Vegetarian,Southwestern restaurants,Mexican restaurants,Fast Food,Restaurants,Fast Food Restaurant and Taco Place,Restaurant,Fast Food Restaurant"
Taco Bell,"Mexican Restaurant,Fast Food Restaurant and Mexican Restaurant,Restaurant,Carry-out food,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,Fast Food Restaurant,American restaurants,Mexican restaurants,Fast Food Restaurants,Restaurants"
KFC,"Carry-out food,Caterers,Fried Chicken Joint,American restaurants,Fast Food,Restaurants,Restaurant,Barbecued poultry,Fast Food Restaurant,Chicken,Barbecue,Spare rib restaurants,Chicken restaurants"
Subway,"American Express,Fast Food Restaurants,Take Out Restaurants,Visa,Carry Out,Discover,Restaurants,Global,Delis And Delicatessens,Food Dining,Soups,Sandwich Shops,Mastercard"
Taco Bell,"Fast Food,Restaurants,Mexican,Breakfast,Vegetarian"
Domino's Pizza,"Pizza,Restaurant,Italian Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Sarasota Restaurants,Pizza Place, Sandwich Place, and Italian Restaurant,Sandwich Place,Restaurants"
Vertoris Pizza House,"Gluten-free Restaurant,Caterers,Italian,American restaurants,Karaoke,Take Out Restaurants,Fast Food Restaurants,Vegan-friendly,Non-veg,Restaurants,Italian Restaurants,Pizza,Beer/Wine,Restaurant,Take-out,Lacto,Pizza Place,Delivery,Glutenfree Restaurant"
Chick-fil-A,"Fast Food,Chicken,Catering,Family Style Dining,Food Delivery,Breakfast"
KFC,"Fried Chicken Joint,Fast Food Restaurant,Fast Food,Chicken,Catering,Restaurants"
Chick-fil-A,"Caterers,American,Food Delivery,Family Style Dining,Barbecue,Chicken restaurants,Salad,Carry-out food,Breakfast,American Restaurant,Fast Food,Karaoke,Restaurants,Restaurant,Fast Food Restaurant, American Restaurant, and Sandwich Place,Barbecued poultry,Fast Food Restaurant,wich Place,Family style restaurants,Chicken,Fast food restaurants,Spare rib restaurants,Sandwiches,Catering,Sandwich Shops"
KFC,"Restaurant,American,Fried Chicken Joint,Fast Food,Fast Food Restaurants,Take Out Restaurants,Chicken,Chicken Restaurants,Catering,Restaurants"
Popeyes Louisiana Kitchen,"Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Restaurants"
Subway,"Delis And Delicatessens,Restaurant,Fast Food Restaurants,Take Out Restaurants,Restaurants,Sandwich Shops"
Subway,"Carry-out food,Caterers,Delicatessens,Groceries,American restaurants,Fast Food Restaurants,Take Out Restaurants,Sandwiches,Restaurants,Sandwich Shops"
Sonic Drive-In,"Hot Dog Stands and Restaurants,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants"
Subway,"American Restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants,Sandwich Shops"
KFC,"American Restaurants,Fast Food,Chicken,Chicken Restaurants,Family Friendly Restaurants,Restaurants"
Pizza Hut,"Carry-out food,Caterers,Restaurant delivery service,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Pizza Place,Catering"
Long John Silver's,"Carry-out food,Seafood restaurants,American restaurants,Fast Food Restaurants,Karaoke,Restaurants"
Panda Express,"Asian Restaurants,Chinese Restaurant,Restaurant,Carry-out food,Chinese Restaurants,Asian Restaurant,American restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants,Chinese restaurants"
Yen Ching Restaurant,"Asian Restaurants,Restaurant,Caterers,Seafood Restaurants,Chinese Restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Family Style Restaurants,Catering,Restaurants,Chinese restaurants"
Wendy's,"Burger Joint,Restaurant,Carry-out food,Hot dog restaurants,Fast Food Restaurant,Hamburger restaurants,Karaoke,Restaurants"
SUBWAY,"Carry-out food,Caterers,Delicatessens,Take Out Restaurants,Fast Food Restaurants,Karaoke,Restaurants,Delis And Delicatessens,Fast Food Restaurant,Sandwiches,Catering,Sandwich Place,Sandwich Shops"
SUBWAY,"Carry-out food,Sandwich Place and Fast Food Restaurant,Delicatessens,Take Out Restaurants,Fast Food Restaurants,Karaoke,Restaurants,Delis And Delicatessens,Restaurant,Fast Food Restaurant,wich Place,Sandwiches,Sandwich Place,Sandwich Shops"
Arby's,"Carry-out food,American Restaurant,American restaurants,Fast Food Restaurants,Fast Food,Karaoke,Restaurants,Delis And Delicatessens,Restaurant,Fast Food Restaurant,Traditional American,wich Place,Sandwich Shops"
Subway,"Fast Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants"
SUBWAY,"Delis And Delicatessens,Carry-out food,Delicatessens,wich Place,Take Out Restaurants,Fast Food Restaurants,Karaoke,Sandwiches,Restaurants,Sandwich Shops"
Moe's Southwest Grill,"Restaurant,American Restaurants,Burrito Place, Taco Place, and Mexican Restaurant,Take Out,Mexican Restaurants,Caterers,Bars & Clubs,Take Out Restaurants,Fast Food Restaurants,Southwestern Restaurants,Catering,Restaurants"
Taco Johns,"Carry-out food,Mexican Restaurants,Mexican,Breakfast,Taco Place,Tex-mex restaurants,Southwestern restaurants,Mexican restaurants,Fast Food Restaurants,Take Out Restaurants,Karaoke,Fast Food,Restaurants,Mexican Restaurant,Restaurant,Fast Food Restaurant,Diners"
Hardee's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants"
Church's Chicken,"Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Restaurants"
Taco Bell,"Fast Food Restaurants,Mexican Restaurants,Restaurants"
Burger King,"Restaurant,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants"
Steak 'n Shake,"Carry-out food,Breakfast,Hot dog restaurants,Seafood restaurants,Steak and chop restaurants,Burgers,Ice cream parlors,American restaurants,Hamburger restaurants,Restaurants,American Restaurants,Traditional American,Fast food restaurants,Hamburgers,Breakfast Restaurants"
Taco Bell,"Restaurant,Mexican,Breakfast,Vegetarian,Fast Food,Restaurants"
Checkers,"American Restaurants,Fast Food Restaurants,Family Style Restaurants,Hamburgers and Hot Dogs,Restaurants"
Domino's Pizza,"Pizza,Fast Food Restaurants,Restaurants,Take Out Restaurants"
Which Wich,"Fast Food Restaurants,Take Out Restaurants,Restaurants,Sandwich Shops"
Taco Bell,"Fast Food Restaurants,Mexican Restaurants,Restaurants"
Steak Escape,"American Restaurants,Fast Food Restaurants,Restaurants,Sandwich Shops"
Church's Chicken,"Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Restaurants"
McDonald's,"Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Restaurants"
Fox's Pizza Den,"Pizza,Family Style Restaurants,Fast Food Restaurants,Italian Restaurants,Restaurants,Take Out Restaurants"
Pita Pit Brandon,"Sandwich Shops,Caterers,Fast Food Restaurants,Restaurants"
Charley's Grilled Subs,"American Restaurants,Fast Food Restaurants,Restaurants,Sandwich Shops"
Taco Bell,"Restaurant,Mexican,Breakfast,Mexican Restaurants,Vegetarian,Fast Food,Fast Food Restaurants,Restaurants"
Captain D's Seafood Kitchen,"American Restaurants,Seafood Restaurants,Fast Food Restaurants,Family Style Restaurants,Restaurants"
Domino's Pizza,"Pizza,Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Sandwich Place,Restaurants"
Wingstop,"Restaurant,Carry-out food,Wings Joint,Steak and chop restaurants,American restaurants,Fast Food,Karaoke,Barbecue,Spare rib restaurants,Restaurants"
Wing King Of Fletcher,"Fast Food Restaurant Village of Tampa,Fried Chicken Joint,Steak and chop restaurants,Fast Food Restaurant,American restaurants,Karaoke,Barbecue,Spare rib restaurants,Restaurants"
Carvel Ice Cream Bakery,"Ice Cream Parlors,Restaurant,American,Breakfast & Brunch,Dessert Shops,Ice cream parlors,American restaurants,Fast Food,Karaoke,Ice cream and frozen desserts-retail,Catering,Restaurants"
Burgerfi,"Carry-out food,International restaurants,Hot dog restaurants,Hot Dog Restaurants,Ice cream parlors,American restaurants,Hamburger restaurants,Fast Food Restaurants,Burger Restaurants,Restaurants,Hamburgers & Hot Dogs,Restaurant,Ice Cream & Frozen Yogurt Shops,Burger Joint, American Restaurant, and Restaurant,Fast food restaurants,Hamburgers and Hot Dogs"
Domino's Pizza,"Pizza,Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants"
Moe's Southwest Grill,"Take Out,Carry-out food,Mexican Restaurants,Caterers,Tex-mex restaurants,Southwestern restaurants,American restaurants,Mexican restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Restaurants,American Restaurants,Restaurant,Family style restaurants,Southwestern Restaurants,Catering"
Thai To Go,"Asian Restaurants,Carry-out food,Thai Restaurants,Grocers-Ethnic Foods,American restaurants,Thai restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Restaurants"
Domino's Pizza,"Pizza,Restaurant,Food Delivery,Fast Food Restaurants,Take Out Restaurants,Pizza Place,Restaurants"
D'Angelo Grilled Sandwiches,"Carry-out food,Delicatessens,Fast Food Restaurants,Take Out Restaurants,Restaurants,Sandwich Shops"
Hardee's,"Burger Joint,Fast Food Restaurant,American Restaurant,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants"
Orange Julius,"Natural food restaurants,Carry-out food,Ice cream parlors,American restaurants,Fast Food Restaurants,Restaurants,Ice Cream Shop,Juice bars,Ice Cream and Frozen Desserts,Snack Place,Vegetarian restaurants,Refreshment Stands,Food Court,Health food restaurants,Juices"
King House Chinese Restaurant,"Asian Restaurants,Carry-out food,Caterers,American restaurants,Karaoke,Fast Food Restaurants,Take Out Restaurants,Family Style Restaurants,Catering,Restaurants,Chinese restaurants"
Kfc,"Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Restaurants"
McDonald's,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,Hamburger restaurants,American restaurants,Karaoke,Fast Food,Restaurants,Frozen Yogurt Shops,Restaurant,Coffeehouses,Salads,Hamburgers,Sandwich Shops"
Dis and Dem Burgers and Sliders,"American Restaurants,Night Clubs,Taverns,Fast Food Restaurants,Hamburgers and Hot Dogs,Brew Pubs,Restaurants,Bars"
Asia Cafe,"Asian Restaurants,Caterers,Takeout,Chinese Restaurants,Vietnamese Restaurants,Restaurant Delivery Service,Fast Food Restaurants,Take Out Restaurants,Restaurants"
Wendy's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants"
Sonic Drive-In,"American Restaurants,Hot Dog Stands and Restaurants,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants"
Waffle House,"Restaurant,Fast Food Restaurant,Diner,Breakfast Brunch and Lunch Restaurants,,Restaurants"
Jason's Deli,"Carry-out food,Caterers,Delicatessens,American restaurants,Take Out Restaurants,Fast Food Restaurants,Family Style Restaurants,Restaurants,Sandwich Shops"
Tokyo Japanese Restaurant,"Asian Restaurants,Sushi restaurants,Japanese Restaurants,Steak Houses,Seafood Restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Barbecue Restaurants,Family Style Restaurants,Restaurants"
Moe's Southwest Grill,"Carry-out food,Mexican Restaurants,Caterers,Tex-mex restaurants,Southwestern restaurants,American restaurants,Family style restaurants,Mexican restaurants,Take Out Restaurants,Fast Food Restaurants,Catering,Restaurants"
Sonic Drive-In,"Carry-out food,Restaurant,American Restaurants,Hot dog restaurants,Hot Dog Stands and Restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants"
Bojangles' Famous Chicken 'n Biscuits,"Breakfast,Fried Chicken Joint,Fast Food,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Restaurants,Restaurant,Fast Food Restaurant,Traditional American,Family Style Dining,Chicken,Sandwich Shops"
Ryan's,"Carry-out food,Steak and chop restaurants,American Restaurant,American restaurants,Family Style Restaurants,Restaurants,Buffet Restaurants,Restaurant,American Restaurants,Steak Houses,Steakhouse and American Restaurant,Fast Food Restaurant,Barbecue,Steakhouse,Spare rib restaurants"
Chick-fil-A,"Fast Food Restaurants,Chicken Restaurants,Restaurants"
Chipotle Mexican Grill,"Mexican Restaurants,Fast Food Restaurants,Take Out Restaurants,Restaurants"
McAlister's Deli,"Caterers,Delicatessens,Fast Food Restaurants,Restaurants,Sandwich Shops"
Carrburritos,"Beer/Wine,American Restaurants,Mexican,Mexican Restaurants,Take-out,Lacto,Fast food,Breakfast Brunch and Lunch Restaurants,,Latin American Restaurants,Family Style Restaurants,Non-veg,Restaurants"
Al's Burger Shack-Southern Village,"American Restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants"
Taco Bell,"Mexican Restaurants,Fast Food Restaurants,Restaurants"
Taco Bell,"Carry-out food,Mexican Restaurants,Mexican,Breakfast,Tex-mex restaurants,Southwestern restaurants,Vegetarian,American restaurants,Fast Food Restaurants,Fast Food,Restaurants,Mexican Restaurant,Fast Food Restaurant and Mexican Restaurant,Restaurant,Fast Food Restaurant"
McDonald's,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,Hamburger restaurants,Take Out Restaurants,Fast Food,Fast Food Restaurants,Restaurants,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Fast food restaurants,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops"
Cook-Out,"Carry-out food,American Restaurants,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Barbecue Restaurants,Hamburgers and Hot Dogs,Restaurants"
Chipotle Mexican Grill,"Mexican Restaurants,Fast Food Restaurants,Take Out Restaurants,Restaurants"
Kfc,"Carry-out food,Caterers,Barbecued poultry,American restaurants,Fast Food Restaurants,Take Out Restaurants,Barbecue,Chicken Restaurants,Spare rib restaurants,Chicken restaurants,Catering,Restaurants"
Subway,"Carry-out food,Delicatessens,American restaurants,Fast Food Restaurants,Take Out Restaurants,Sandwiches,Restaurants,Sandwich Shops"
Family Carry Out,"Night Clubs,Fast Food Restaurants,Take Out Restaurants,Family Style Restaurants,Restaurants"
Popeyes Louisiana Kitchen,"Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Restaurants"
Taco John's,"Restaurant,Mexican Restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants"
Nagano Japanese Restaurant,"Asian Restaurants,Carry-out food,Japanese Restaurants,Japanese Restaurant,American restaurants,Take Out Restaurants,Fast Food Restaurants,Sushi Bars,Family Style Restaurants,Restaurants"
Sonic Drive-In,"American Restaurants,Hot Dog Stands and Restaurants,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants"
Domino's Pizza,"Pizza,Fast Food Restaurants,Take Out Restaurants,Restaurants"
McDonald's,"Carry Out Food,Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,Hamburger restaurants,Take Out Restaurants,Fast Food,Fast Food Restaurants,Restaurants,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Fast food restaurants,Hamburgers,Sandwich Shops"
Moe's Southwest Grill,"Restaurant,American Restaurants,Mexican Restaurants,Caterers,Fast Food Restaurants,Take Out Restaurants,Restaurants"
Big Boys,"American Restaurants,Breakfast Brunch and Lunch Restaurants,,Fast Food Restaurants,Take Out Restaurants,Family Style Restaurants,Hamburgers and Hot Dogs,Restaurants,Sandwich Shops"
McDonald's,"Carry-out food,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Restaurants"
The Purple Bowl,"Restaurant,Honey,Take-out,American,Fast food,Health Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Vegan-friendly,Aa bowls,Restaurants"
Taste of Buffalo Pizzeria,"Caterers,Taverns,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Brew Pubs,Restaurants,Italian Restaurants,Pizza,Restaurant,American Restaurants,Night Clubs,Sandwiches,Bars,Sandwich Shops"
Domino's Pizza,"Pizza,Restaurant,Fast Food Restaurants,Take Out Restaurants,Pizza Place,Restaurants"
Domino's Pizza,"Pizza,Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Restaurants"
Dairy Queen,"Ice Cream & Frozen Desserts,Hamburgers & Hot Dogs,Ice Cream and Frozen Desserts,Fast Food Restaurants,Dessert Restaurants,Hamburgers and Hot Dogs,Restaurants"
Dairy Queen (Treat),"Ice Cream Parlors,Ice Cream and Frozen Desserts,Fast Food Restaurants,Dessert Restaurants,Hamburgers and Hot Dogs,Restaurants"
Five Guys Burgers Fries,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants"
BLIMPIE,"Sandwich Shops,Delicatessens,Fast Food Restaurants,Restaurants,Take Out Restaurants"
BurgerFi,"Ice Cream Parlors,Carry-out food,Hot dog restaurants,American,American Restaurant,American restaurants,Hamburger restaurants,Ovo,Non-veg,Restaurants,Ice Cream Shop,Beer/Wine,Burger Joint,Restaurant,Take-out,Lacto,Fast food,Hamburgers and Hot Dogs"
Pizza Hut,"Pizza,Fast Food Restaurants,Take Out Restaurants,Family Style Restaurants,Restaurants"
Char Grill 1,"Carry Out Food,American Restaurants,Bar and Grills,Breakfast Brunch and Lunch Restaurants,,Fast Food Restaurants,Family Style Restaurants,Hamburgers and Hot Dogs,Restaurants"
Dairy Queen,"Ice Cream and Frozen Desserts,Fast Food Restaurants,Dessert Restaurants,Hamburgers and Hot Dogs,Restaurants"
Country Diner,"Carry-out food,Coffee Shops,Mexican Restaurants,Home Cooking Restaurants,Marion, NC,Restaurants-breakfast and diners,American restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants"
Burger King,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants"
Kfc,"Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Restaurants"
Golden Palace Restaurant,"Asian Restaurants,Caterers,Takeout,Chinese Restaurants,Fast Food Restaurants,Take Out Restaurants,Banquet Halls and Reception Facilities,Family Style Restaurants,Banquet Facilities,Catering,Restaurants"
Subway,"Restaurant,Carry-out food,Delicatessens,American restaurants,Fast Food Restaurants,Take Out Restaurants,Sandwiches,Restaurants,Sandwich Shops"
Hardee's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants"
Five Guys Burgers Fries,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants"
Bad Daddys Burger Bar,"American Restaurants,Night Clubs,Taverns,Bar and Grills,Fast Food Restaurants,Health Food Restaurants,Hamburgers and Hot Dogs,Brew Pubs,Restaurants,Bars"
Panera Bread,"Breakfast,Food Delivery,Fast Food,Health Food Restaurants,Take Out Restaurants,Restaurants,Restaurant,American Restaurants,Coffee Shops,Traditional American,Coffeehouses,Bakeries,Catering,Sandwich Shops"
Zaxby's,"Carry-out food,Take Out,Fast Food Restaurants,Take Out Restaurants,Cajun & Creole Restaurants,Chicken Restaurants,Family Style Restaurants,Restaurants,Restaurant,Barbecued poultry,Barbecue,Spare rib restaurants,Chicken restaurants"
Chick-Fil-A Of Randolph Mall,"Caterers,Restaurant Delivery Service,Fast Food Restaurants,Take Out Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Family Style Restaurants,Restaurants"
McAlister's Deli,"Caterers,Delicatessens,Tea Room,Deli / Bodega, Tea Room, and Sandwich Place,Fast Food Restaurants,Delicatessen,Deli / Bodega,Restaurants,Deli Bodega,Delis And Delicatessens,Restaurant,Sandwich Place,Sandwich Shops"
Five Guys Burgers Fries,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants"
Palmetto Ale House,"Caterers,Fast Food Restaurants,Take Out Restaurants,Family Style Restaurants,Brew Pubs,Restaurants,American Restaurants,Seafood Restaurants,Steak Houses,Soul Food Restaurants,Bar and Grills,Barbecue Restaurants,Hamburgers and Hot Dogs,Bars"
Arby's,"American Restaurants,Takeout,Fast Food,Fast Food Restaurants,Concession Stands,Restaurants,Sandwich Shops"
Chipotle Mexican Grill,"Carry-out food,Caterers,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants"
Firehouse Subs,"Fast Food Restaurants,Take Out Restaurants,Restaurants,Sandwich Shops"
McDonald's,"Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Restaurants"
Domino's Pizza,"Pizza,Restaurant,American,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Chicken,Pizza Place,Restaurants"
