name,categories
Sonic Drive-In,"American Restaurants,Hot Dog Stands and Restaurants,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants"
Firehouse Subs,"Carry-out food,Caterers,Delicatessens,American restaurants,Fast Food Restaurants,Take Out Restaurants,Sandwiches,Restaurants,Sandwich Shops"
El Tapatio,"Mexican Restaurants,Fast Food Restaurants,Latin American Restaurants,Spanish Restaurants,Take Out Restaurants,Family Style Restaurants,Restaurants"
Firehouse Subs,"Restaurant,Carry-out food,Caterers,Delicatessens,American restaurants,Fast Food Restaurants,Take Out Restaurants,Sandwiches,Restaurants,Sandwich Shops"
Sonic Drive-In,"American Restaurants,Hot Dog Stands and Restaurants,Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Restaurants"
Sonic Drive-In,"American Restaurants,Hot Dog Stands and Restaurants,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants"
Salsa Fresh Mexican Grill,"Mexican Restaurants,Caterers,Seafood Restaurants,Bar and Grills,Breakfast Brunch and Lunch Restaurants,,Latin American Restaurants,Fast Food Restaurants,Family Style Restaurants,Restaurants"
Four Eleven West to Go,"Coffee Shops,Caterers,Take Out Restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Restaurants,Italian Restaurants"
Carolina Chicken Inc,"American Restaurants,Caterers,Breakfast Brunch and Lunch Restaurants,,Fast Food Restaurants,Chicken Restaurants,Family Style Restaurants,Restaurants"
Chick-fil-A,"Fast Food Restaurants,Chicken Restaurants,Restaurants"
Pizza Hut,"Pizza,Family Style Restaurants,Fast Food Restaurants,Restaurants,Take Out Restaurants"
Charley's Grilled Subs,"American Restaurants,Fast Food Restaurants,Restaurants,Sandwich Shops"
Chick-fil-A,"Fast Food Restaurants,Chicken Restaurants,Restaurants"
Mellow Mushroom,"Carry-out food,Caterers,Italian,American,American restaurants,Take Out Restaurants,Vegan-friendly,Non-veg,Restaurants,Pizza,Bars Clubs,Beer/Wine,Restaurant,Take-out,Lacto,Bar and grill restaurants,Fast food,Sandwiches,Catering,Sandwich Shops"
Topper's Pizza,"Pizza,Carry-out food,Restaurant delivery service,American restaurants,Family style restaurants,Fast Food Restaurants,Take Out Restaurants,Home delivery beer and beverages,Restaurants"
Hardee's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants"
Dragon Golden Chinese Restaurant,"Asian Restaurants,Food and Beverage Delivery,Caterers,Takeout,Chinese Restaurants,Fast Food Restaurants,Take Out Restaurants,Banquet Halls and Reception Facilities,Banquet Facilities,Buffet Restaurants,Restaurants"
Moe's Southwest Grill,"American Restaurants,Mexican Restaurants,Caterers,Mexican Restaurant, Taco Place, and Burrito Place,Take Out Restaurants,Fast Food Restaurants,Restaurants"
Bad Daddys Burger Bar,"Caterers,American,Taverns,Restaurant Delivery Service,Ovo,Breakfast Brunch and Lunch Restaurants,,Fast Food Restaurants,Health Food Restaurants,Take Out Restaurants,Family Style Restaurants,Non-veg,Brew Pubs,Restaurants,Beer/Wine,American Restaurants,Take-out,Night Clubs,Lacto,Bar and Grills,Hamburgers and Hot Dogs,Bars"
McDonald's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants"
Domino's Pizza,"Pizza,Fast Food Restaurants,Take Out Restaurants,Restaurants"
Steak 'n Shake,"Carry-out food,Breakfast,Hot dog restaurants,Seafood restaurants,Steak and chop restaurants,American Restaurant,Burgers,Ice cream parlors,American restaurants,Hamburger restaurants,Karaoke,Restaurants,Restaurant,Burger Joint,American Restaurants,Traditional American,Fast Food Restaurant,Fast food restaurants,Hamburgers,Breakfast Restaurants"
Krystal,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants"
McDonald's,"Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Restaurants"
Missouri Hick Barbeque,"American Restaurants,Caterers,Fast Food Restaurants,Take Out Restaurants,Barbecue Restaurants,Restaurants"
Dairy Queen Grill Chill,"Ice Cream and Frozen Desserts,Fast Food Restaurants,Dessert Restaurants,Hamburgers and Hot Dogs,Restaurants"
Hong Kong Inn,"Asian Restaurants,Chinese Restaurants,Fast Food Restaurants,Restaurants"
Pizza Hut,"Carry-out food,Caterers,Restaurant delivery service,Chicken Wings,Food Delivery,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Pizza Place,Catering"
SUBWAY,"Restaurant,Carry-out food,Delicatessens,wich Place,American restaurants,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops"
Taco Bell,"Carry-out food,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,American restaurants,Mexican restaurants,Fast Food Restaurants,Karaoke,Restaurants,Fast Food Restaurant and Mexican Restaurant,Mexican Restaurant,Restaurant,Fast Food Restaurant"
Red Robin Gourmet Burgers,"Hamburgers & Hot Dogs,Burger Joint,American Restaurants,Carry-out food,Hot dog restaurants,Hamburger restaurants,American restaurants,Take Out Restaurants,Family Style Restaurants,Fast food restaurants,Restaurants"
Panda Express,"Fast Food Restaurants,Asian Restaurants,Chinese Restaurants,Restaurants,Take Out Restaurants"
Burger King,"Restaurant,Hot dog restaurants,Fast Food Restaurant,Hamburger restaurants,Fast Food Restaurants,Fast Food,Hamburgers and Hot Dogs,Restaurants"
Long John Silver's,"Fast Food Restaurants,Restaurants"
Panda Express,"Asian Restaurants,Carry-out food,Restaurant,Takeout,Chinese Restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Fast Food,Restaurants,Chinese restaurants"
Arby's,"Restaurant,American Restaurants,Takeout,Fast Food Restaurants,Fast Food,Concession Stands,Restaurants,Sandwich Shops"
Subway,"Fast Food Restaurants,Take Out Restaurants,Restaurants,Sandwich Shops"
Sbarro,"Pizza,Carry-out food,American restaurants,Fast Food Restaurants,Family Style Restaurants,Restaurants,Italian Restaurants"
Hot Dog Shop,"Hot dog restaurants,Seafood restaurants,Steak and chop restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Restaurants,Hot Dog Stands and Restaurants,Soul Food Restaurants,Barbecued poultry,Restaurants-breakfast and diners,Barbecue Restaurants,Barbecue,Fast food restaurants,Hamburgers and Hot Dogs,Spare rib restaurants,Chicken restaurants,Sandwich Shops"
AW All-American Food,"Fast Food Restaurants,American Restaurants,Hamburgers and Hot Dogs,Restaurants"
Sonic Drive-In,"Fast Food Restaurants,American Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Hot Dog Stands and Restaurants,Restaurants,Take Out Restaurants"
Sonic Drive-In,"Fast Food,Soda Fountain Shops,Chicken,Hamburgers,Restaurants"
Wendy's,"Burger Joint,Restaurant,Carry-out food,Hot dog restaurants,Fast Food Restaurant,Burgers,American restaurants,Hamburger restaurants,Fast Food,Fast Food Restaurant and Burger Joint,Salad,Restaurants"
SUBWAY,"Delis And Delicatessens,Restaurant,Carry-out food,Delicatessens,wich Place,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Restaurants,Sandwich Shops"
Burger King,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants"
C J Drive In,"Carry-out food,Restaurant,Hot dog restaurants,Hot Dog Stands and Restaurants,Restaurants-breakfast and diners,Hamburger restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Hamburgers and Hot Dogs,Restaurants"
Panda Express,"Asian Restaurants,Restaurant,Carry-out food,Chinese Restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Restaurants,Chinese restaurants"
Hardee's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants"
Burger King,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants"
Taco Bell,"Carry-out food,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,American restaurants,Mexican restaurants,Fast Food Restaurants,Karaoke,Restaurants"
Taco Bell,"Carry-out food,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,American restaurants,Mexican restaurants,Fast Food Restaurants,Karaoke,Restaurants,Mexican Restaurant,Fast Food Restaurant and Mexican Restaurant,Restaurant,Fast Food Restaurant"
Jimmy John's,"Carry-out food,Caterers,Restaurant delivery service,Delicatessens,Restaurant Delivery Service,American restaurants,Fast Food Restaurants,Karaoke,Home delivery beer and beverages,Restaurants,Restaurant,Sandwiches,Sandwich Shops"
Pizza Hut,"Carry-out food,Caterers,Restaurant delivery service,Chicken Wings,Food Delivery,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Pizza Place,Catering"
SUBWAY,"Delis And Delicatessens,Restaurant,Carry-out food,Delicatessens,wich Place,American restaurants,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops"
McDonald's,"Ice Cream Parlors,Breakfast,Fast Food Restaurants,Take Out Restaurants,Fast Food,Restaurants,Frozen Yogurt Shops,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops"
Chipotle Mexican Grill,"Mexican Restaurants,Fast Food Restaurants,Take Out Restaurants,Restaurants"
Tastee Freez,"Restaurant,Carry-out food,Ice Cream and Frozen Desserts,Ice cream parlors,American restaurants,Fast Food Restaurants,Dessert Restaurants,Ice cream and frozen desserts-retail,Restaurants"
Tropical Smoothie Cafe,"Ice Cream Parlors,Natural food restaurants,Juice Bars,Carry-out food,Cafe,Smoothies Retail,Delicatessens,Ice cream parlors,Caf,Fast Food Restaurants,Juice Smoothie Shops,Restaurants,Delis And Delicatessens,Juice bars,Vegetarian restaurants,Ice cream and frozen desserts-retail,Health food restaurants"
SUBWAY,"Delis And Delicatessens,Restaurant,Carry-out food,Sandwich shops,Delicatessens,American restaurants,Take Out Restaurants,Fast Food Restaurants,Fast Food,Sandwiches,Restaurants,Sandwich Shops"
Yanagi Sushi,"Asian Restaurants,Restaurant,Carry-out food,Japanese Restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Sushi Bars,Asian restaurants,Japanese restaurants,Restaurants"
Full Moon Bar B Que,"Caterers,Soul Food Restaurants,Steak and chop restaurants,Barbecued poultry,American restaurants,Take Out Restaurants,Fast Food Restaurants,Barbecue Restaurants,Barbecue,Spare rib restaurants,Chicken restaurants,Restaurants"
Dairy Queen,"Ice Cream & Frozen Desserts,Hamburgers & Hot Dogs,Ice Cream and Frozen Desserts,Carry-out food,Ice cream parlors,American restaurants,Fast Food Restaurants,Dessert Restaurants,Hamburgers and Hot Dogs,Restaurants,Candy and confectionery-retail,Ice Cream Shop"
SUBWAY,"Carry-out food,Delicatessens,Guns and gunsmiths,Take Out Restaurants,Fast Food Restaurants,Karaoke,Restaurants,Restaurant,Fishing tackle,Fast Food Restaurant,wich Place,Gourmet shop restaurants,Sandwiches,Sandwich Place,Sandwich Shops"
In-N-Out Burger,"Carry-out food,Burger Joint,Restaurant,American Restaurants,Hot dog restaurants,Fast Food Restaurant,American Restaurant,Hamburger restaurants,Fast Food,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants"
Jimmy John's,"Restaurant,Carry-out food,Caterers,Restaurant delivery service,Delicatessens,Fast Food Restaurant,wich Place,American restaurants,Karaoke,Sandwiches,Restaurants"
Dairy Queen Grill & Chill,"Fast Food,Ice Cream Parlors"
Panda Express,"Asian Restaurants,Carry-out food,Geologists,Chinese Restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants,Chinese restaurants"
SUBWAY,"Delis And Delicatessens,Carry-out food,Delicatessens,wich Place,American restaurants,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Restaurants,Sandwich Shops"
Pizza Hut,"Pizza,Carry-out food,Restaurant,Restaurant delivery service,Chicken Wings,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Pizza Place,Family Style Restaurants,Restaurants"
Steak 'n Shake,"Ice Cream Parlors,Carry-out food,Hot dog restaurants,Seafood restaurants,Steak and chop restaurants,American Restaurant,Hamburger restaurants,Ice cream parlors,American restaurants,Fast Food Restaurants,Restaurants,Restaurant,Burger Joint,American Restaurants,Fast Food Restaurant,Fast food restaurants"
Panda Express,"Asian Restaurants,Carry-out food,Chinese Restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Restaurants,Chinese restaurants"
SUBWAY,"Carry-out food,Delicatessens,American restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants,Delis And Delicatessens,Sandwich Place Downtown Spenard,Restaurant,wich Place,Sandwiches,Sandwich Place,Sandwich Shops"
Pizza Hut,"Carry-out food,Caterers,Restaurant delivery service,Chicken Wings,Food Delivery,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Pizza Place,Catering"
New China,"Asian Restaurants,Restaurant,Carry-out food,Chinese Restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants,Food,Chinese restaurants"
Paradise Supermart Fast Food Catering,"Carry-out food,Caterers,Restaurant delivery service,Groceries,Supermarkets,Karaoke,Fast Food Restaurants,Take Out Restaurants,Asian restaurants,Home delivery beer and beverages,Oriental goods-retail,Restaurants"
SUBWAY,"Restaurant,Carry-out food,Sandwich shops,Delicatessens,American restaurants,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Restaurants"
Subway,"Restaurant,Carry-out food,Delicatessens,Fast Food Restaurants,Take Out Restaurants,Sandwiches,Restaurants,Sandwich Shops"
Simple Simon's Pizza,"Pizza,Carry-out food,Take Out Restaurants,Fast Food Restaurants,Restaurants,Italian Restaurants"
Pizza Hut,"Pizza,Carry-out food,Restaurant,Restaurant delivery service,Italian,Fast Food,Home delivery beer and beverages,Restaurants"
Taco Johns,"Mexican Restaurant,Fast Food Restaurant and Mexican Restaurant,Take Out,Carry-out food,Restaurant,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,Fast Food Restaurant,Mexican restaurants,Fast Food Restaurants,Restaurants"
Taco Bell,"Mexican Restaurant,Carry-out food,Tex-mex restaurants,Southwestern restaurants,Fast Food Restaurant,American restaurants,Mexican restaurants,Karaoke,Restaurants"
KFC,"Carry-out food,Caterers,Fried Chicken Joint,American restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Chicken Restaurants,Fried Chicken Joint and Fast Food Restaurant,Restaurants,Barbecued poultry,Fast Food Restaurant,Barbecue,Spare rib restaurants,Catering,Chicken restaurants"
Pizza Hut,"Carry-out food,Caterers,Restaurant delivery service,Expansion joints,American restaurants,Take Out Restaurants,Fast Food Restaurants,Rotary joints,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Pizza Place,Universal joints,Catering"
SUBWAY,"Restaurant,Carry-out food,Delicatessens,Fast Food Restaurant,American restaurants,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops"
China Lin,"Carry-out food,Restaurant delivery service,Chinese Restaurants,Grocers-Ethnic Foods,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Food products,Restaurants,Asian Restaurants,Chinese Restaurant,Chinese Grocery Stores,Chinese restaurants"
Arby's,"Carry-out food,American Restaurant,American restaurants,Fast Food Restaurants,Fast Food,Karaoke,Fast Food Restaurant, Sandwich Place, and American Restaurant,Restaurants,Delis And Delicatessens,Restaurant,Fast Food Restaurant,Traditional American,wich Place,Fast food restaurants,Sandwich Place,Sandwich Shops"
SUBWAY,"Delis And Delicatessens,Carry-out food,Delicatessens,wich Place,American restaurants,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops"
Subway,"Take Out Restaurants,Fast Food Restaurants,Restaurants,Sandwich Shops"
Steak 'n Shake,"Ice Cream Parlors,Carry-out food,Seafood restaurants,Steak and chop restaurants,Ice cream parlors,American restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants"
King's Wings,"Food and Beverage Delivery,Carry-out food,Restaurant delivery service,Hot dog restaurants,Takeout,Grill,African restaurants,Steak and chop restaurants,Soul food restaurants,American restaurants,Hamburger restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Chicken Restaurants,Restaurants,Restaurant,Soul Food Restaurants,Barbecue Restaurants,Barbecue,Hamburgers and Hot Dogs,Spare rib restaurants"
KFC,"Restaurant,Carry-out food,Barbecued poultry,American restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Chicken Restaurants,Barbecue,Spare rib restaurants,Chicken restaurants,Restaurants"
KFC,"Carry-out food,Fried Chicken Joint,Barbecued poultry,Fast Food Restaurant,American restaurants,Karaoke,Barbecue,Spare rib restaurants,Chicken restaurants,Restaurants"
Taco Bell,"Carry-out food,Mexican Restaurants,Mexican,Breakfast,Tex-mex restaurants,Vegetarian,Southwestern restaurants,Mexican restaurants,Fast Food Restaurants,Fast Food,Restaurants,Mexican Restaurant,Fast Food Restaurant and Mexican Restaurant,Restaurant,Fast Food Restaurant"
Fat Mermaid,"Carry-out food,Pizza Restaurants,Caterers,Bars & Pubs,Catering Companies,Taverns,Seafood restaurants,American restaurants,Fast Food Restaurants,Take Out Restaurants,Health Food Restaurants,Brew Pubs,Restaurants,Cocktail lounges,Bars Clubs,Pizza,Bars & Clubs,Bars Pubs,Bar and grill restaurants,Hamburgers and Hot Dogs,Catering,Lounges,Bars,Sandwich Shops"
Arby's,"American Restaurants,Takeout,Fast Food Restaurants,Fast Food,Concession Stands,Restaurants,Sandwich Shops"
